genres,id,keywords,original_language,production_countries,spoken_languages,title
"Crime, Drama, Mystery, Thriller",9573,"houseboat, heart, investigation, police, ex-cop, suspense, heart transplant, fbi profiler",en,United States of America,"English, Español",Blood Work
"Drama, Thriller, Crime",4959,duringcreditsstinger,en,"Germany, United Kingdom, United States of America","English, Français, Deutsch, Italiano, Pусский",The International
"Action, Adventure, Science Fiction, Thriller",10061,"prison, usa president, earthquake, dystopia, attempt to escape, los angeles, reluctant hero",en,United States of America,English,Escape from L.A.
"Adventure, Animation, Family, Fantasy, Science Fiction",10386,"cold war, friendship, giant robot, sitting on a toilet, fear of unknown, 1950s, laxative",en,United States of America,English,The Iron Giant
"Adventure, Comedy, Drama",421,"ocean, film making, loss of mother, cynic, red cap, ship",en,United States of America,"English, Íslenska, Português, Français, , Deutsch, Italiano",The Life Aquatic with Steve Zissou
"War, Action, Drama, History, Thriller",316152,"slavery, american civil war",en,United States of America,"English, Deutsch",Free State of Jones
"Drama, Thriller, Crime",11615,"prison, journalist, texas, professor, death penalty, death row, interview, murder, reporter, intern, innocent, activist",en,"Germany, United Kingdom, United States of America","English, Español",The Life of David Gale
"Comedy, Action",13498,,en,United States of America,English,Man of the House
"Action, Crime, Drama, Mystery, Thriller",241554,"hitman, revenge, murder, on the run, mobster",en,United States of America,English,Run All Night
"Thriller, Crime, Mystery",2252,"london england, gay, male nudity, female nudity, father son relationship, sex, jealousy, underworld, undercover, hitman, russian, diary, human trafficking, midwife, murder, mother daughter relationship, orphan, gangster, motorcycle, bathhouse",en,"United Kingdom, United States of America, Canada","English, Pусский, Türkçe, Український, اردو",Eastern Promises
"Action, Thriller, Adventure, Crime",11968,"diving, cocaine, shipwreck, sailing, airplane, wrack",en,United States of America,English,Into the Blue
"Adventure, Drama, Action, History, War",10047,"schizophrenia, france, rape, siege, biography, orléans, charles vii., false history, joan of arc, religious delusions",fr,France,"English, Latin",The Messenger: The Story of Joan of Arc
Comedy,38319,"kidnapping, traitor, virgin, prince, princess, revenge, minotaur, knight, dragon, wedding, king, sword and sorcery",en,United States of America,English,Your Highness
"Drama, Thriller, Mystery",69668,"house fire, extension ladder, last day on job",en,"Canada, United States of America",English,Dream House
"Action, Drama, Thriller",9770,"journalist, museum, hostage drama, independent film",en,United States of America,English,Mad City
"Action, Adventure, Comedy, Family",11212,"baby, hoodlum, lost child",en,United States of America,"English, Français, Deutsch",Baby's Day Out
"Drama, History, Romance",10533,"based on novel, burning of witches, puritan, pregnancy, period drama, extramarital affair",en,United States of America,English,The Scarlet Letter
"Drama, Thriller",38363,"cia, nuclear scientist, iraq, politician, duringcreditsstinger",en,"United States of America, United Arab Emirates",English,Fair Game
"Action, Crime",9923,"bounty hunter, fbi, weapon, spectacle",en,"France, United Kingdom, United States of America","English, Polski",Domino
"Action, Thriller, Mystery, Romance",11863,"callgirl, san francisco, investigation, murder",en,United States of America,English,Jade
"Action, Thriller, Science Fiction",18501,"dystopia, mind control, gun battle, wrongful imprisonment, dystopic future, wrongful conviction, online gaming",en,United States of America,English,Gamer
"Fantasy, Drama, Romance",109491,"civil war, southern usa, magic, light, dark, class prejudice, casters, based on young adult novel",en,United States of America,English,Beautiful Creatures
"Comedy, Crime, Drama, Thriller",9275,"corruption, moderator, tv show, success, irish mob, duringcreditsstinger",en,"Germany, United Kingdom, United States of America",English,Death to Smoochy
Comedy,329833,"stupidity, sequel, fashion, male model, fashion model, modeling",en,United States of America,English,Zoolander 2
"Comedy, Crime",12634,"hotel, robbery, based on novel, judge, hawaii, blackmail, seduction, yacht, waterfall, delinquency, safe, stolen money, deception, skinny dipping, cell phone, double cross, beach house, elmore leonard, scheming, yellow bikini",en,United States of America,English,The Big Bounce
"Comedy, Drama, Romance, Science Fiction",10416,"noises, alien life-form, erection, neue frau, alien, reproduction",en,United States of America,English,What Planet Are You From?
"Fantasy, Thriller, Action, Crime",47327,"bone, car explosion, premarital sex, satanic cult, driver's license, finger gun, backhand slap, car jump, man punching a woman, magic trick",en,United States of America,English,Drive Angry
"Action, Adventure, Science Fiction, Thriller",15268,"martial arts, revenge, street fighter, based on video game",en,"Canada, India, Japan, United States of America",English,Street Fighter: The Legend of Chun-Li
"Action, Science Fiction, Thriller",10796,dual identity,en,United States of America,English,The One
"Action, Comedy, Thriller, Crime, Mystery",9548,"rock and roll, show business, rock star, heavy metal, murder, private detective",en,United States of America,English,The Adventures of Ford Fairlane
"Drama, Comedy",18947,"great britain, musical, rock, pirate radio, swinging 60s",en,"Germany, United Kingdom, France",English,The Boat That Rocked
"Thriller, Drama, Crime",1900,"usa, war on drugs, drug traffic, drug dealer, drug smuggle, addicted, police operation, united states–mexico barrier, addiction, drug lord",en,"Germany, United States of America","Español, English",Traffic
"Adventure, Action",89,"saving the world, venice, holy grail, library, riddle, father son relationship, whip, treasure, nazis, entrapment, crusader, treasure hunt, escape, panzer, order of the templars, archaeologist, indiana jones, archeology ",en,United States of America,"Deutsch, ελληνικά, English",Indiana Jones and the Last Crusade
"Drama, Romance",96724,"based on novel, st. petersburg russia, high society, imperial russia, tragic death, 19th century",en,"France, United Kingdom","English, Français",Anna Karenina
"Crime, Action, Science Fiction",198184,"artificial intelligence, android, robot, near future, robot cop",en,"Mexico, South Africa, United States of America",English,Chappie
"Drama, Mystery, Thriller, Crime",9481,"paraplegic, investigation, psychopath",en,United States of America,English,The Bone Collector
"Crime, Drama, Thriller",4547,"burglar, bunker, housebreaking, safe, money",en,United States of America,English,Panic Room
Horror,53953,"gore, slasher, single mother, tooth fairy, woodchipper",de,,"English, Polski",The Tooth Fairy
"Action, Adventure, Comedy",6415,"gold, gulf war, three kings, iraq, kuwait, rescue, interracial relationship, treasure map, soldier, u.s. soldier, gold theft, persian gulf, emergency surgery, mine field",en,United States of America,"English, العربية",Three Kings
"Crime, Thriller",181283,"based on novel, soviet union, russian, murder, serial killer, military, child murder, stalinism, 1950s",en,"United Kingdom, United States of America, Czech Republic, Romania",English,Child 44
"Adventure, Comedy",9896,"casino, running, preisgeld, millionaire, road movie",en,"Canada, United States of America",English,Rat Race
"Drama, Science Fiction",167,"robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help",en,"Germany, United Kingdom, United States of America",English,K-PAX
"Comedy, Fantasy, Romance, Science Fiction",11232,"lover (female), love of one's life, time travel, kiss, past, secret love, fish out of water",en,United States of America,"English, Français",Kate & Leopold
"Fantasy, Comedy, Romance",1636,"love of one's life, mephisto, wish, sale of soul, pact with the devil, teuflisch",en,United States of America,"English, Pусский, Español",Bedazzled
"Music, Drama, Crime, Romance",2148,"jazz, jazz musician, musical, mafia",en,United States of America,"English, Italiano",The Cotton Club
Western,5176,"saloon, hero, liberation of prisoners, transport of prisoners, wilderness, dying and death, race against time, railway car, stetson, rivalry, gang, gunfight, crime, family, psychological, dishonesty, heroic mission, righting the wronged, chases and races, parents and children, mind and soul",en,United States of America,English,3:10 to Yuma
"Thriller, Action",260346,"revenge, murder, on the run, fugitive, framed, father daughter relationship, framed for murder",en,"France, United States of America",English,Taken 3
"Romance, Comedy, Crime",1389,"journalist, bedroom, purse, trunk, elmore leonard",en,United States of America,English,Out of Sight
"Comedy, Drama, Thriller",9894,"prison, prostitute, karaoke, dark comedy, cable guy",en,United States of America,English,The Cable Guy
Drama,7504,"based on novel, war of independence, period drama, woman director, partition, 1940s, lahore",hi,"Canada, India",हिन्दी,Earth
"Adventure, Action, Comedy, Thriller, Crime",8592,"corruption, crime fighter, gangster boss, investigation, based on comic strip, policeman",en,United States of America,English,Dick Tracy
"Drama, Crime, Romance",913,"martinique, claude monet, famous painting, glider, insurance agent, missing painting, stolen painting, valuable painting, rich people",en,United States of America,English,The Thomas Crown Affair
"Comedy, Drama, Romance",11091,"baby, becoming an adult, puberty, dream, drug addiction, wife, unwillingly pregnant, writer, youth, marriage problems, woman director",en,United States of America,English,Riding in Cars with Boys
